Date and Time,Seconds,Pressure (mmHg),Temperature (C),Level Depth To Water (mm),,,
13/10/2022 21:00,3193200.001,785.76,9.965,-757.059,,,
13/10/2022 22:00,3196800.001,785.526,9.965,-753.87,,,
13/10/2022 23:00,3200400.001,785.409,9.965,-752.275,,,
14/10/2022 00:00,3204000.001,784.823,9.965,-744.304,,,
14/10/2022 01:00,3207600.001,784.315,9.965,-737.392,,,
14/10/2022 02:00,3211200.001,783.768,9.965,-729.95,,,
14/10/2022 03:00,3214800.001,783.534,9.965,-726.762,,,
14/10/2022 04:00,3218400.001,783.026,9.965,-719.85,,,
14/10/2022 05:00,3222000.001,782.557,9.965,-713.474,,,
14/10/2022 06:00,3225600.001,782.323,9.965,-710.282,,,
14/10/2022 07:00,3229200.001,782.214,10.017,-708.802,,,
14/10/2022 08:00,3232800.001,782.128,9.965,-707.626,,,
14/10/2022 09:00,3236400.001,782.37,10.017,-710.925,,,
14/10/2022 10:00,3240000.001,782.479,9.965,-712.41,,,
14/10/2022 11:00,3243600.001,782.284,9.965,-709.756,,,
14/10/2022 12:00,3247200.001,782.636,9.965,-714.538,,,
14/10/2022 13:00,3250800.001,782.245,9.965,-709.222,,,
14/10/2022 14:00,3254400.001,782.01,9.965,-706.032,,,
14/10/2022 15:00,3258000.001,781.932,9.965,-704.97,,,
14/10/2022 16:00,3261600.001,782.01,9.965,-706.032,,,
14/10/2022 17:00,3265200.001,781.737,9.965,-702.313,,,
14/10/2022 18:00,3268800.001,781.316,10.017,-696.575,,,
14/10/2022 19:00,3272400.001,781.307,9.965,-696.464,,,
14/10/2022 20:00,3276000.001,781.112,9.965,-693.811,,,
14/10/2022 21:00,3279600.001,780.722,9.965,-688.495,,,
14/10/2022 22:00,3283200.001,780.253,9.965,-682.117,,,
14/10/2022 23:00,3286800.001,779.785,9.965,-675.741,,,
15/10/2022 00:00,3290400.001,779.051,10.017,-665.755,,,
15/10/2022 01:00,3294000.001,778.73,9.965,-661.393,,,
15/10/2022 02:00,3297600.001,778.496,9.965,-658.204,,,
15/10/2022 03:00,3301200.001,778.418,9.965,-657.144,,,
15/10/2022 04:00,3304800.001,777.551,9.913,-645.344,,,
15/10/2022 05:00,3308400.001,776.536,9.913,-631.53,,,
15/10/2022 06:00,3312000.001,775.794,9.913,-621.436,,,
15/10/2022 07:00,3315600.001,778.207,9.86,-654.269,,,
15/10/2022 08:00,3319200.001,778.597,9.86,-659.582,,,
15/10/2022 09:00,3322800.001,778.394,9.808,-656.817,,,
15/10/2022 10:00,3326400.001,778.402,9.86,-656.926,,,
15/10/2022 11:00,3330000.001,778.441,9.86,-657.46,,,
15/10/2022 12:00,3333600.001,780.159,9.86,-680.838,,,
15/10/2022 13:00,3337200.001,778.542,9.755,-658.834,,,
15/10/2022 14:00,3340800.001,778.238,9.808,-654.692,,,
15/10/2022 15:00,3344400.001,778.012,9.86,-651.612,,,
15/10/2022 16:00,3348000.001,778.199,9.808,-654.162,,,
15/10/2022 17:00,3351600.001,777.535,9.808,-645.127,,,
15/10/2022 18:00,3355200.001,777.926,9.808,-650.441,,,
15/10/2022 19:00,3358800.001,777.418,9.808,-643.533,,,
15/10/2022 20:00,3362400.001,776.403,9.808,-629.721,,,
15/10/2022 21:00,3366000.001,776.676,9.808,-633.438,,,
15/10/2022 22:00,3369600.001,777.535,9.808,-645.127,,,
15/10/2022 23:00,3373200.001,776.981,9.755,-637.581,,,
16/10/2022 00:00,3376800.001,778.23,9.755,-654.585,,,
16/10/2022 01:00,3380400.001,779.198,9.703,-667.761,,,
16/10/2022 02:00,3384000.001,779.245,9.755,-668.398,,,
16/10/2022 03:00,3387600.001,779.472,9.703,-671.48,,,
16/10/2022 04:00,3391200.001,780.331,9.703,-683.17,,,
16/10/2022 05:00,3394800.001,780.838,9.703,-690.078,,,
16/10/2022 06:00,3398400.001,781.58,9.703,-700.176,,,
16/10/2022 07:00,3402000.001,781.853,9.703,-703.895,,,
16/10/2022 08:00,3405600.001,782.088,9.703,-707.083,,,
16/10/2022 09:00,3409200.001,782.635,9.703,-714.525,,,
16/10/2022 10:00,3412800.001,783.173,9.65,-721.856,,,
16/10/2022 11:00,3416400.001,783.65,9.703,-728.342,,,
16/10/2022 12:00,3420000.001,784.08,9.703,-734.188,,,
16/10/2022 13:00,3423600.001,784.236,9.703,-736.313,,,
16/10/2022 14:00,3427200.001,784.048,9.755,-733.766,,,
16/10/2022 15:00,3430800.001,783.228,9.755,-722.604,,,
16/10/2022 16:00,3434400.001,782.642,9.755,-714.631,,,
16/10/2022 17:00,3438000.001,782.135,9.755,-707.726,,,
16/10/2022 18:00,3441600.001,781.814,9.703,-703.363,,,
16/10/2022 19:00,3445200.001,781.041,9.755,-692.842,,,
16/10/2022 20:00,3448800.001,780.182,9.755,-681.152,,,
16/10/2022 21:00,3452400.001,779.714,9.755,-674.775,,,
16/10/2022 22:00,3456000.001,779.323,9.755,-669.463,,,
16/10/2022 23:00,3459600.001,779.167,9.755,-667.335,,,
17/10/2022 00:00,3463200.001,779.089,9.755,-666.274,,,
17/10/2022 01:00,3466800.001,780.378,9.755,-683.811,,,
17/10/2022 02:00,3470400.001,780.612,9.755,-686.998,,,
17/10/2022 03:00,3474000.001,781.229,9.703,-695.394,,,
17/10/2022 04:00,3477600.001,781.12,9.755,-693.906,,,
17/10/2022 05:00,3481200.001,781.276,9.755,-696.03,,,
17/10/2022 06:00,3484800.001,781.979,9.755,-705.598,,,
17/10/2022 07:00,3488400.001,782.721,9.755,-715.697,,,
17/10/2022 08:00,3492000.001,783.58,9.755,-727.388,,,
17/10/2022 09:00,3495600.001,784.626,9.703,-741.631,,,
17/10/2022 10:00,3499200.001,785.212,9.703,-749.604,,,
17/10/2022 11:00,3502800.001,785.884,9.755,-758.748,,,
17/10/2022 12:00,3506400.001,786.783,9.755,-770.975,,,
17/10/2022 13:00,3510000.001,787.291,9.755,-777.886,,,
17/10/2022 14:00,3513600.001,787.759,9.755,-784.266,,,
17/10/2022 15:00,3517200.001,788.15,9.755,-789.582,,,
17/10/2022 16:00,3520800.001,788.619,9.755,-795.961,,,
17/10/2022 17:00,3524400.001,788.814,9.755,-798.619,,,
17/10/2022 18:00,3528000.001,789.135,9.808,-802.984,,,
17/10/2022 19:00,3531600.001,790.346,9.808,-819.465,,,
17/10/2022 20:00,3535200.001,791.284,9.808,-832.227,,,
17/10/2022 21:00,3538800.001,791.783,9.755,-839.028,,,
17/10/2022 22:00,3542400.001,792.526,9.755,-849.134,,,
17/10/2022 23:00,3546000.001,792.799,9.755,-852.855,,,
18/10/2022 00:00,3549600.001,792.682,9.755,-851.259,,,
18/10/2022 01:00,3553200.001,792.33,9.755,-846.474,,,
18/10/2022 02:00,3556800.001,792.76,9.755,-852.323,,,
18/10/2022 03:00,3560400.001,793.19,9.755,-858.174,,,
18/10/2022 04:00,3564000.001,793.425,9.755,-861.363,,,
18/10/2022 05:00,3567600.001,793.972,9.755,-868.808,,,
18/10/2022 06:00,3571200.001,794.206,9.755,-871.999,,,
18/10/2022 07:00,3574800.001,794.276,9.703,-872.953,,,
18/10/2022 08:00,3578400.001,794.589,9.703,-877.207,,,
18/10/2022 09:00,3582000.001,794.745,9.703,-879.333,,,
18/10/2022 10:00,3585600.001,795.058,9.703,-883.591,,,
18/10/2022 11:00,3589200.001,795.457,9.755,-889.019,,,
18/10/2022 12:00,3592800.001,795.3,9.755,-886.892,,,
18/10/2022 13:00,3596400.001,795.097,9.703,-884.121,,,
18/10/2022 14:00,3600000.001,794.48,9.755,-875.721,,,
18/10/2022 15:00,3603600.001,794.003,9.703,-869.229,,,
18/10/2022 16:00,3607200.001,794.042,9.703,-869.759,,,
18/10/2022 17:00,3610800.001,793.62,9.755,-864.021,,,
18/10/2022 18:00,3614400.001,793.659,9.755,-864.552,,,
18/10/2022 19:00,3618000.001,793.815,9.755,-866.68,,,
18/10/2022 20:00,3621600.001,793.612,9.703,-863.909,,,
18/10/2022 21:00,3625200.001,793.425,9.755,-861.363,,,
18/10/2022 22:00,3628800.001,793.151,9.755,-857.64,,,
18/10/2022 23:00,3632400.001,792.565,9.755,-849.662,,,
19/10/2022 00:00,3636000.001,792.205,9.703,-844.769,,,
19/10/2022 01:00,3639600.001,792.096,9.755,-843.282,,,
19/10/2022 02:00,3643200.001,791.58,9.703,-836.261,,,
19/10/2022 03:00,3646800.001,791.189,9.703,-830.942,,,
19/10/2022 04:00,3650400.001,791.549,9.755,-835.837,,,
19/10/2022 05:00,3654000.001,791.072,9.703,-829.346,,,
19/10/2022 06:00,3657600.001,790.72,9.703,-824.562,,,
19/10/2022 07:00,3661200.001,790.212,9.703,-817.648,,,
19/10/2022 08:00,3664800.001,789.713,9.755,-810.848,,,
19/10/2022 09:00,3668400.001,789.001,9.703,-801.167,,,
19/10/2022 10:00,3672000.001,788.501,9.755,-794.365,,,
19/10/2022 11:00,3675600.001,787.751,9.703,-784.155,,,
19/10/2022 12:00,3679200.001,787.79,9.703,-784.687,,,
19/10/2022 13:00,3682800.001,787.204,9.703,-776.712,,,
19/10/2022 14:00,3686400.001,786.423,9.703,-766.081,,,
19/10/2022 15:00,3690000.001,785.533,9.755,-753.963,,,
19/10/2022 16:00,3693600.001,784.127,9.755,-734.83,,,
19/10/2022 17:00,3697200.001,783.806,9.703,-730.47,,,
19/10/2022 18:00,3700800.001,782.408,9.755,-711.444,,,
19/10/2022 19:00,3704400.001,782.127,9.703,-707.617,,,
19/10/2022 20:00,3708000.001,781.971,9.703,-705.488,,,
19/10/2022 21:00,3711600.001,781.658,9.703,-701.237,,,
19/10/2022 22:00,3715200.001,781.081,9.755,-693.377,,,
19/10/2022 23:00,3718800.001,781.424,9.703,-698.05,,,
20/10/2022 00:00,3722400.001,781.658,9.703,-701.237,,,
20/10/2022 01:00,3726000.001,782.057,9.755,-706.661,,,
20/10/2022 02:00,3729600.001,782.127,9.703,-707.617,,,
20/10/2022 03:00,3733200.001,781.705,9.755,-701.878,,,
20/10/2022 04:00,3736800.001,781.237,9.755,-695.502,,,
20/10/2022 05:00,3740400.001,781.033,9.703,-692.735,,,
20/10/2022 06:00,3744000.001,780.916,9.703,-691.142,,,
20/10/2022 07:00,3747600.001,780.604,9.703,-686.891,,,
20/10/2022 08:00,3751200.001,780.534,9.755,-685.935,,,
20/10/2022 09:00,3754800.001,780.331,9.703,-683.17,,,
20/10/2022 10:00,3758400.001,779.979,9.703,-678.388,,,
20/10/2022 11:00,3762000.001,779.636,9.755,-673.714,,,
20/10/2022 12:00,3765600.001,779.245,9.755,-668.398,,,
20/10/2022 13:00,3769200.001,779.12,9.703,-666.697,,,
20/10/2022 14:00,3772800.001,778.777,9.755,-662.024,,,
20/10/2022 15:00,3776400.001,778.074,9.755,-652.46,,,
20/10/2022 16:00,3780000.001,777.449,9.755,-643.958,,,
20/10/2022 17:00,3783600.001,777.449,9.755,-643.958,,,
20/10/2022 18:00,3787200.001,777.371,9.755,-642.895,,,
20/10/2022 19:00,3790800.001,776.864,9.755,-635.989,,,
20/10/2022 20:00,3794400.001,776.942,9.755,-637.053,,,
20/10/2022 21:00,3798000.001,776.512,9.755,-631.206,,,
20/10/2022 22:00,3801600.001,776.161,9.755,-626.426,,,
20/10/2022 23:00,3805200.001,776.317,9.755,-628.551,,,
21/10/2022 00:00,3808800.001,775.723,9.703,-620.473,,,
21/10/2022 01:00,3812400.001,775.263,9.755,-614.206,,,
21/10/2022 02:00,3816000.001,774.435,9.703,-602.944,,,
21/10/2022 03:00,3819600.001,773.85,9.703,-594.978,,,
21/10/2022 04:00,3823200.001,773.03,9.703,-583.821,,,
21/10/2022 05:00,3826800.001,772.64,9.703,-578.509,,,
21/10/2022 06:00,3830400.001,771.945,9.755,-569.057,,,
21/10/2022 07:00,3834000.001,771.625,9.703,-564.701,,,
21/10/2022 08:00,3837600.001,771.313,9.703,-560.45,,,
21/10/2022 09:00,3841200.001,771.547,9.703,-563.64,,,
21/10/2022 10:00,3844800.001,771.399,9.755,-561.62,,,
21/10/2022 11:00,3848400.001,771.087,9.755,-557.371,,,
21/10/2022 12:00,3852000.001,770.969,9.755,-555.775,,,
21/10/2022 13:00,3855600.001,771.087,9.755,-557.371,,,
21/10/2022 14:00,3859200.001,771.672,9.755,-565.338,,,
21/10/2022 15:00,3862800.001,773.616,9.703,-591.789,,,
21/10/2022 16:00,3866400.001,774.014,9.755,-597.208,,,
21/10/2022 17:00,3870000.001,774.092,9.755,-598.271,,,
21/10/2022 18:00,3873600.001,774.131,9.755,-598.803,,,
21/10/2022 19:00,3877200.001,773.897,9.755,-595.613,,,
21/10/2022 20:00,3880800.001,774.326,9.755,-601.456,,,
21/10/2022 21:00,3884400.001,774.794,9.755,-607.831,,,
21/10/2022 22:00,3888000.001,775.263,9.755,-614.206,,,
21/10/2022 23:00,3891600.001,776.864,9.755,-635.989,,,
22/10/2022 00:00,3895200.001,778.816,9.755,-662.555,,,
22/10/2022 01:00,3898800.001,779.44,9.755,-671.055,,,
22/10/2022 02:00,3902400.001,779.839,9.808,-676.477,,,
22/10/2022 03:00,3906000.001,780.299,9.755,-682.747,,,
22/10/2022 04:00,3909600.001,779.87,9.755,-676.902,,,
22/10/2022 05:00,3913200.001,779.987,9.755,-678.495,,,
22/10/2022 06:00,3916800.001,780.26,9.755,-682.216,,,
22/10/2022 07:00,3920400.001,780.924,9.755,-691.25,,,
22/10/2022 08:00,3924000.001,781.159,9.755,-694.438,,,
22/10/2022 09:00,3927600.001,782.104,9.808,-707.298,,,
22/10/2022 10:00,3931200.001,782.455,9.808,-712.084,,,
22/10/2022 11:00,3934800.001,783.111,9.755,-721.01,,,
22/10/2022 12:00,3938400.001,783.228,9.755,-722.604,,,
22/10/2022 13:00,3942000.001,783.08,9.808,-720.589,,,
22/10/2022 14:00,3945600.001,782.642,9.755,-714.631,,,
22/10/2022 15:00,3949200.001,782.486,9.755,-712.508,,,
22/10/2022 16:00,3952800.001,782.486,9.755,-712.508,,,
22/10/2022 17:00,3956400.001,782.651,9.808,-714.741,,,
22/10/2022 18:00,3960000.001,782.955,9.755,-718.884,,,
22/10/2022 19:00,3963600.001,785.845,9.755,-758.217,,,
22/10/2022 20:00,3967200.001,785.689,9.755,-756.09,,,
22/10/2022 21:00,3970800.001,784.947,9.755,-745.991,,,
22/10/2022 22:00,3974400.001,784.33,9.808,-737.597,,,
22/10/2022 23:00,3978000.001,783.978,9.808,-732.812,,,
23/10/2022 00:00,3981600.001,783.541,9.755,-726.856,,,
23/10/2022 01:00,3985200.001,782.955,9.755,-718.884,,,
23/10/2022 02:00,3988800.001,782.807,9.808,-716.866,,,
23/10/2022 03:00,3992400.001,781.752,9.808,-702.517,,,
23/10/2022 04:00,3996000.001,780.885,9.755,-690.718,,,
23/10/2022 05:00,3999600.001,780.299,9.755,-682.747,,,
23/10/2022 06:00,4003200.001,779.565,9.808,-672.758,,,
23/10/2022 07:00,4006800.001,779.128,9.755,-666.806,,,
23/10/2022 08:00,4010400.001,779.011,9.755,-665.211,,,
23/10/2022 09:00,4014000.001,779.518,9.755,-672.118,,,
23/10/2022 10:00,4017600.001,779.167,9.755,-667.335,,,
23/10/2022 11:00,4021200.001,778.55,9.808,-658.943,,,
23/10/2022 12:00,4024800.001,778.082,9.808,-652.565,,,
23/10/2022 13:00,4028400.001,777.371,9.755,-642.895,,,
23/10/2022 14:00,4032000.001,776.434,9.755,-630.144,,,
23/10/2022 15:00,4035600.001,775.614,9.755,-618.988,,,
23/10/2022 16:00,4039200.001,775.146,9.755,-612.613,,,
23/10/2022 17:00,4042800.001,775.817,9.808,-621.751,,,
23/10/2022 18:00,4046400.001,775.349,9.808,-615.377,,,
23/10/2022 19:00,4050000.001,775.341,9.755,-615.271,,,
23/10/2022 20:00,4053600.001,775.154,9.808,-612.72,,,
23/10/2022 21:00,4057200.001,774.881,9.808,-609.002,,,
23/10/2022 22:00,4060800.001,774.412,9.808,-602.628,,,
23/10/2022 23:00,4064400.001,774.287,9.755,-600.926,,,
24/10/2022 00:00,4068000.001,773.936,9.755,-596.146,,,
24/10/2022 01:00,4071600.001,774.014,9.755,-597.208,,,
24/10/2022 02:00,4075200.001,774.365,9.755,-601.99,,,
24/10/2022 03:00,4078800.001,774.451,9.808,-603.158,,,
24/10/2022 04:00,4082400.001,774.724,9.808,-606.878,,,
24/10/2022 05:00,4086000.001,775.154,9.808,-612.72,,,
24/10/2022 06:00,4089600.001,775.154,9.808,-612.72,,,
24/10/2022 07:00,4093200.001,775.505,9.808,-617.502,,,
24/10/2022 08:00,4096800.001,776.754,9.808,-634.501,,,
24/10/2022 09:00,4100400.001,776.825,9.755,-635.458,,,
24/10/2022 10:00,4104000.001,777.379,9.808,-643.002,,,
24/10/2022 11:00,4107600.001,778.004,9.808,-651.502,,,
24/10/2022 12:00,4111200.001,779.479,9.755,-671.587,,,
24/10/2022 13:00,4114800.001,779.714,9.755,-674.775,,,
24/10/2022 14:00,4118400.001,779.839,9.808,-676.477,,,
24/10/2022 15:00,4122000.001,779.518,9.755,-672.118,,,
24/10/2022 16:00,4125600.001,780.143,9.755,-680.621,,,
24/10/2022 17:00,4129200.001,780.386,9.808,-683.92,,,
24/10/2022 18:00,4132800.001,781.783,9.755,-702.94,,,
24/10/2022 19:00,4136400.001,781.979,9.755,-705.598,,,
24/10/2022 20:00,4140000.001,782.096,9.755,-707.192,,,
24/10/2022 21:00,4143600.001,782.877,9.755,-717.819,,,
24/10/2022 22:00,4147200.001,782.572,9.808,-713.677,,,
24/10/2022 23:00,4150800.001,782.799,9.755,-716.76,,,
25/10/2022 00:00,4154400.001,782.799,9.755,-716.76,,,
25/10/2022 01:00,4158000.001,782.916,9.755,-718.352,,,
25/10/2022 02:00,4161600.001,783.189,9.755,-722.073,,,
25/10/2022 03:00,4165200.001,783.51,9.808,-726.435,,,
25/10/2022 04:00,4168800.001,783.822,9.808,-730.687,,,
25/10/2022 05:00,4172400.001,784.135,9.808,-734.937,,,
25/10/2022 06:00,4176000.001,786.166,9.808,-762.577,,,
25/10/2022 07:00,4179600.001,785.494,9.755,-753.433,,,
25/10/2022 08:00,4183200.001,785.189,9.808,-749.287,,,
25/10/2022 09:00,4186800.001,784.478,9.755,-739.611,,,
25/10/2022 10:00,4190400.001,784.486,9.808,-739.721,,,
25/10/2022 11:00,4194000.001,784.439,9.755,-739.082,,,
25/10/2022 12:00,4197600.001,784.634,9.755,-741.739,,,
25/10/2022 13:00,4201200.001,784.4,9.755,-738.548,,,
25/10/2022 14:00,4204800.001,783.853,9.755,-731.109,,,
25/10/2022 15:00,4208400.001,783.58,9.755,-727.388,,,
25/10/2022 16:00,4212000.001,783.111,9.755,-721.01,,,
25/10/2022 17:00,4215600.001,782.408,9.755,-711.444,,,
25/10/2022 18:00,4219200.001,781.635,9.808,-700.923,,,
25/10/2022 19:00,4222800.001,781.159,9.755,-694.438,,,
25/10/2022 20:00,4226400.001,780.417,9.755,-684.34,,,
25/10/2022 21:00,4230000.001,780.026,9.755,-679.027,,,
25/10/2022 22:00,4233600.001,779.565,9.808,-672.758,,,
25/10/2022 23:00,4237200.001,779.674,9.755,-674.243,,,
26/10/2022 00:00,4240800.001,779.636,9.755,-673.714,,,
26/10/2022 01:00,4244400.001,779.37,9.808,-670.102,,,
26/10/2022 02:00,4248000.001,779.526,9.808,-672.227,,,
26/10/2022 03:00,4251600.001,779.948,9.755,-677.964,,,
26/10/2022 04:00,4255200.001,779.87,9.755,-676.902,,,
26/10/2022 05:00,4258800.001,779.167,9.755,-667.335,,,
26/10/2022 06:00,4262400.001,778.308,9.755,-655.647,,,
26/10/2022 07:00,4266000.001,779.011,9.755,-665.211,,,
26/10/2022 08:00,4269600.001,779.714,9.755,-674.775,,,
26/10/2022 09:00,4273200.001,780.104,9.755,-680.091,,,
26/10/2022 10:00,4276800.001,780.229,9.808,-681.791,,,
26/10/2022 11:00,4280400.001,780.729,9.755,-688.593,,,
26/10/2022 12:00,4284000.001,781.549,9.755,-699.751,,,
26/10/2022 13:00,4287600.001,781.901,9.755,-704.534,,,
26/10/2022 14:00,4291200.001,782.252,9.755,-709.318,,,
26/10/2022 15:00,4294800.001,783.463,9.755,-725.796,,,
26/10/2022 16:00,4298400.001,784.088,9.755,-734.298,,,
26/10/2022 17:00,4302000.001,784.205,9.755,-735.892,,,
26/10/2022 18:00,4305600.001,784.83,9.755,-744.395,,,
26/10/2022 19:00,4309200.001,785.572,9.755,-754.495,,,
26/10/2022 20:00,4312800.001,785.65,9.755,-755.558,,,
26/10/2022 21:00,4316400.001,785.416,9.755,-752.37,,,
26/10/2022 22:00,4320000.001,785.181,9.755,-749.179,,,
26/10/2022 23:00,4323600.001,785.416,9.755,-752.37,,,
27/10/2022 00:00,4327200.001,786.04,9.755,-760.872,,,
27/10/2022 01:00,4330800.001,785.884,9.755,-758.748,,,
27/10/2022 02:00,4334400.001,785.728,9.755,-756.622,,,
27/10/2022 03:00,4338000.001,785.377,9.755,-751.839,,,
27/10/2022 04:00,4341600.001,785.298,9.755,-750.774,,,
27/10/2022 05:00,4345200.001,784.751,9.755,-743.334,,,
27/10/2022 06:00,4348800.001,784.634,9.755,-741.739,,,
27/10/2022 07:00,4352400.001,784.517,9.755,-740.146,,,
27/10/2022 08:00,4356000.001,785.416,9.755,-752.37,,,
27/10/2022 09:00,4359600.001,786.275,9.755,-764.064,,,
27/10/2022 10:00,4363200.001,786.9,9.755,-772.569,,,
27/10/2022 11:00,4366800.001,786.665,9.755,-769.379,,,
27/10/2022 12:00,4370400.001,786.119,9.755,-761.938,,,
27/10/2022 13:00,4374000.001,785.494,9.755,-753.433,,,
27/10/2022 14:00,4377600.001,785.337,9.755,-751.308,,,
27/10/2022 15:00,4381200.001,785.064,9.755,-747.585,,,
27/10/2022 16:00,4384800.001,784.83,9.755,-744.395,,,
27/10/2022 17:00,4388400.001,785.103,9.755,-748.117,,,
27/10/2022 18:00,4392000.001,785.259,9.755,-750.243,,,
27/10/2022 19:00,4395600.001,785.103,9.755,-748.117,,,
27/10/2022 20:00,4399200.001,785.142,9.755,-748.65,,,
27/10/2022 21:00,4402800.001,784.83,9.755,-744.395,,,
27/10/2022 22:00,4406400.001,784.673,9.755,-742.271,,,
27/10/2022 23:00,4410000.001,784.517,9.755,-740.146,,,
28/10/2022 00:00,4413600.001,784.009,9.755,-733.233,,,
28/10/2022 01:00,4417200.001,783.502,9.755,-726.325,,,
28/10/2022 02:00,4420800.001,783.142,9.703,-721.433,,,
28/10/2022 03:00,4424400.001,782.33,9.755,-710.38,,,
28/10/2022 04:00,4428000.001,781.432,9.755,-698.158,,,
28/10/2022 05:00,4431600.001,780.378,9.755,-683.811,,,
28/10/2022 06:00,4435200.001,783.189,9.755,-722.073,,,
28/10/2022 07:00,4438800.001,783.814,9.755,-730.579,,,
28/10/2022 08:00,4442400.001,784.712,9.755,-742.803,,,
28/10/2022 09:00,4446000.001,785.455,9.755,-752.901,,,
28/10/2022 10:00,4449600.001,785.845,9.755,-758.217,,,
28/10/2022 11:00,4453200.001,786.744,9.755,-770.444,,,
28/10/2022 12:00,4456800.001,786.705,9.755,-769.911,,,
28/10/2022 13:00,4460400.001,787.126,9.703,-775.649,,,
28/10/2022 14:00,4464000.001,787.056,9.755,-774.696,,,
28/10/2022 15:00,4467600.001,787.056,9.755,-774.696,,,
28/10/2022 16:00,4471200.001,786.783,9.755,-770.975,,,
28/10/2022 17:00,4474800.001,787.212,9.755,-776.822,,,
28/10/2022 18:00,4478400.001,787.329,9.755,-778.416,,,
28/10/2022 19:00,4482000.001,787.564,9.755,-781.608,,,
28/10/2022 20:00,4485600.001,787.837,9.755,-785.329,,,
28/10/2022 21:00,4489200.001,788.103,9.703,-788.941,,,
28/10/2022 22:00,4492800.001,787.955,9.755,-786.925,,,
28/10/2022 23:00,4496400.001,788.501,9.755,-794.365,,,
29/10/2022 00:00,4500000.001,787.947,9.703,-786.814,,,
29/10/2022 01:00,4503600.001,787.837,9.755,-785.329,,,
29/10/2022 02:00,4507200.001,787.603,9.755,-782.14,,,
29/10/2022 03:00,4510800.001,787.447,9.755,-780.013,,,
29/10/2022 04:00,4514400.001,786.47,9.755,-766.723,,,
29/10/2022 05:00,4518000.001,785.611,9.755,-755.028,,,
29/10/2022 06:00,4521600.001,785.173,9.703,-749.069,,,
29/10/2022 07:00,4525200.001,784.205,9.755,-735.892,,,
29/10/2022 08:00,4528800.001,786.275,9.755,-764.064,,,
29/10/2022 09:00,4532400.001,786.744,9.755,-770.444,,,
29/10/2022 10:00,4536000.001,786.08,9.755,-761.406,,,
29/10/2022 11:00,4539600.001,785.337,9.755,-751.308,,,
29/10/2022 12:00,4543200.001,784.947,9.755,-745.991,,,
29/10/2022 13:00,4546800.001,784.127,9.755,-734.83,,,
29/10/2022 14:00,4550400.001,783.65,9.703,-728.342,,,
29/10/2022 15:00,4554000.001,783.58,9.755,-727.388,,,
29/10/2022 16:00,4557600.001,784.548,9.703,-740.568,,,
29/10/2022 17:00,4561200.001,784.673,9.755,-742.271,,,
29/10/2022 18:00,4564800.001,784.439,9.755,-739.082,,,
29/10/2022 19:00,4568400.001,784.9,9.703,-745.351,,,
29/10/2022 20:00,4572000.001,784.673,9.755,-742.271,,,
29/10/2022 21:00,4575600.001,784.634,9.755,-741.739,,,
29/10/2022 22:00,4579200.001,784.704,9.703,-742.691,,,
29/10/2022 23:00,4582800.001,784.9,9.703,-745.351,,,
30/10/2022 00:00,4586400.001,784.743,9.703,-743.224,,,
30/10/2022 01:00,4590000.001,784.665,9.703,-742.16,,,
30/10/2022 02:00,4593600.001,784.478,9.755,-739.611,,,
30/10/2022 02:00,4597200.001,784.236,9.703,-736.313,,,
30/10/2022 03:00,4600800.001,784.127,9.755,-734.83,,,
30/10/2022 04:00,4604400.001,783.65,9.703,-728.342,,,
30/10/2022 05:00,4608000.001,783.346,9.755,-724.2,,,
30/10/2022 06:00,4611600.001,782.986,9.703,-719.308,,,
30/10/2022 07:00,4615200.001,782.955,9.755,-718.884,,,
30/10/2022 08:00,4618800.001,782.877,9.755,-717.819,,,
30/10/2022 09:00,4622400.001,782.721,9.755,-715.697,,,
30/10/2022 10:00,4626000.001,782.838,9.755,-717.292,,,
30/10/2022 11:00,4629600.001,783.697,9.755,-728.983,,,
30/10/2022 12:00,4633200.001,784.205,9.755,-735.892,,,
30/10/2022 13:00,4636800.001,784.04,9.703,-733.656,,,
30/10/2022 14:00,4640400.001,784.751,9.755,-743.334,,,
30/10/2022 15:00,4644000.001,785.056,9.703,-747.477,,,
30/10/2022 16:00,4647600.001,785.447,9.703,-752.793,,,
30/10/2022 17:00,4651200.001,785.173,9.703,-749.069,,,
30/10/2022 18:00,4654800.001,785.681,9.703,-755.983,,,
30/10/2022 19:00,4658400.001,785.876,9.703,-758.638,,,
30/10/2022 20:00,4662000.001,785.876,9.703,-758.638,,,
30/10/2022 21:00,4665600.001,786.306,9.703,-764.485,,,
30/10/2022 22:00,4669200.001,786.158,9.755,-762.468,,,
30/10/2022 23:00,4672800.001,786.15,9.703,-762.36,,,
31/10/2022 00:00,4676400.001,786.072,9.703,-761.297,,,
31/10/2022 01:00,4680000.001,785.876,9.703,-758.638,,,
31/10/2022 02:00,4683600.001,785.369,9.703,-751.731,,,
31/10/2022 03:00,4687200.001,785.056,9.703,-747.477,,,
31/10/2022 04:00,4690800.001,785.455,9.755,-752.901,,,
31/10/2022 05:00,4694400.001,785.134,9.703,-748.542,,,
31/10/2022 06:00,4698000.001,785.103,9.755,-748.117,,,
31/10/2022 07:00,4701600.001,784.783,9.703,-743.757,,,
31/10/2022 08:00,4705200.001,785.329,9.703,-751.197,,,
31/10/2022 09:00,4708800.001,785.134,9.703,-748.542,,,
